,AGREEMENT_END_DATE__C,CUSTOMER__C
8691,2018-02-28,0011B00001IwJ5gQAF
8694,2017-12-31,0011B00001IwJEdQAN
8695,2014-06-30,0011B00001IwJFVQA3
8699,2014-11-30,0011B00001IwJUrQAN
8700,2015-11-01,0011B00001IwJWcQAN
8701,2010-12-01,0011B00001IwJWvQAN
8712,2017-02-28,0011B00001IwJfMQAV
8713,2015-05-31,0011B00001IwJiKQAV
8714,2013-09-26,0011B00001IwJiXQAV
8715,2018-06-30,0011B00001IwJm9QAF
8716,2012-09-30,0011B00001IwJy7QAF
8717,2012-02-29,0011B00001IwJydQAF
8718,2017-03-31,0011B00001IwJzUQAV
8720,2012-07-01,0011B00001IwK1JQAV
8721,2014-07-03,0011B00001IwK3JQAV
8724,2015-10-31,0011B00001IwK9LQAV
8725,2013-01-01,0011B00001IwK9dQAF
8726,2014-02-01,0011B00001IwK9lQAF
8727,2012-04-01,0011B00001IwK9pQAF
8728,2018-07-31,0011B00001IwK9tQAF
8729,2014-04-30,0011B00001IwK9uQAF
8732,2015-11-30,0011B00001IwKAkQAN
8735,2016-05-31,0011B00001IwKB0QAN
8736,2012-04-01,0011B00001IwKBQQA3
8737,2015-12-01,0011B00001IwKCcQAN
8739,2014-01-01,0011B00001IwKIAQA3
8741,2014-10-09,0011B00001IwKJnQAN
8742,2015-04-01,0011B00001IwKV9QAN
8743,2013-05-01,0011B00001IwKVDQA3
8744,2011-04-30,0011B00001IwKWLQA3
8746,2016-06-30,0011B00001IwKYqQAN
8747,2016-03-31,0011B00001IwKZaQAN
8752,2015-10-01,0011B00001IwKwXQAV
8753,2016-12-31,0011B00001IwKxWQAV
8756,2017-12-31,0011B00001IwL0HQAV
8757,2013-08-31,0011B00001IwL0QQAV
8759,2017-06-30,0011B00001IwL2XQAV
8760,2014-09-30,0011B00001IwL2fQAF
8761,2014-10-01,0011B00001IwL3UQAV
8762,2015-12-31,0011B00001IwL4HQAV
8764,2016-11-30,0011B00001IwL7iQAF
8765,2012-01-01,0011B00001IwL8eQAF
8767,2018-03-31,0011B00001IwLAaQAN
8770,2018-05-31,0011B00001IwLNRQA3
8772,2012-04-01,0011B00001IwLNfQAN
8776,2013-09-01,0011B00001IwLUGQA3
8777,2018-06-30,0011B00001IwLUnQAN
8781,2016-12-31,0011B00001IwLVhQAN
8787,2018-03-31,0011B00001IwLWpQAN
8788,2011-10-31,0011B00001IwLWuQAN
8789,2017-08-31,0011B00001IwLWzQAN
8790,2015-08-31,0011B00001IwLXRQA3
8791,2018-05-31,0011B00001IwLXTQA3
8793,2018-04-30,0011B00001IwLYVQA3
8794,2016-09-30,0011B00001IwLYYQA3
8795,2014-01-01,0011B00001IwLa8QAF
8796,2014-12-01,0011B00001IwLbCQAV
8798,2017-12-31,0011B00001IwLf1QAF
8805,2015-09-01,0011B00001IwLsxQAF
8806,2012-11-01,0011B00001IwLu9QAF
8807,2013-12-31,0011B00001IwLv0QAF
8815,2015-12-01,0011B00001IwM4TQAV
8818,2014-07-01,0011B00001IwM7BQAV
8821,2016-03-31,0011B00001IwMASQA3
8832,2017-12-31,0011B00001IwMPOQA3
8834,2015-08-01,0011B00001IwMQcQAN
8836,2018-06-30,0011B00001IwMSIQA3
8837,2012-12-31,0011B00001IwMUKQA3
8838,2011-01-31,0011B00001IwMV8QAN
8840,2010-07-31,0011B00001IwMVDQA3
8841,2013-09-30,0011B00001IwMVFQA3
8842,2013-06-30,0011B00001IwMZ4QAN
8844,2017-04-30,0011B00001IwMcgQAF
8846,2017-04-16,0011B00001IwMgCQAV
8847,2018-07-31,0011B00001IwMgRQAV
8849,2016-12-31,0011B00001IwMhuQAF
8851,2008-06-30,0011B00001IwMjXQAV
8853,2013-07-01,0011B00001IwMmoQAF
8854,2016-02-29,0011B00001IwMmtQAF
8855,2014-12-24,0011B00001IwMnBQAV
8856,2015-10-01,0011B00001IwMosQAF
8857,2018-05-31,0011B00001IwMqWQAV
8858,2013-08-15,0011B00001IwMrIQAV
8859,2014-12-31,0011B00001IwMrgQAF
8862,2018-06-30,0011B00001IwMuRQAV
8863,2017-02-28,0011B00001IwMx3QAF
8867,2016-03-01,0011B00001IwN1zQAF
8869,2015-06-30,0011B00001IwN6pQAF
8871,2012-09-01,0011B00001IwN8KQAV
8872,2013-07-20,0011B00001IwN8qQAF
8874,2013-10-01,0011B00001IwNE8QAN
8876,2017-08-31,0011B00001IwNGCQA3
8877,2016-01-31,0011B00001IwNGDQA3
8878,2018-03-31,0011B00001IwNJGQA3
8879,2018-07-31,0011B00001IwNMkQAN
8880,2015-07-01,0011B00001IwNNPQA3
8882,2015-08-01,0011B00001IwNNeQAN
8883,2018-05-31,0011B00001IwNRLQA3
8886,2017-08-31,0011B00001IwNYZQA3
8888,2013-12-31,0011B00001IwNYtQAN
8889,2012-01-01,0011B00001IwNajQAF
8891,2014-12-31,0011B00001IwNbsQAF
8895,2011-02-28,0011B00001IwNkaQAF
8896,2018-04-30,0011B00001IwNm2QAF
8898,2014-08-31,0011B00001IwNmmQAF
8900,2014-12-31,0011B00001IwNmyQAF
8901,2014-12-06,0011B00001IwNmzQAF
8902,2017-11-30,0011B00001IwNn9QAF
8903,2015-07-01,0011B00001IwNnCQAV
8905,2017-12-31,0011B00001IwNnnQAF
8906,2015-04-01,0011B00001IwNnuQAF
8908,2018-02-28,0011B00001IwNnyQAF
8909,2018-03-31,0011B00001IwNnzQAF
8912,2014-07-31,0011B00001IwNpgQAF
8914,2012-06-01,0011B00001IwNpxQAF
8915,2018-06-30,0011B00001IwNrBQAV
8916,2011-05-01,0011B00001IwNrZQAV
8918,2017-04-30,0011B00001IwNvPQAV
8922,2016-11-30,0011B00001IwNzHQAV
8923,2012-06-01,0011B00001IwNzRQAV
8924,2015-07-01,0011B00001IwO3fQAF
8927,2009-12-31,0011B00001IwO9MQAV
8930,2018-07-31,0011B00001IwOC2QAN
8931,2016-04-30,0011B00001IwOCHQA3
8932,2014-08-31,0011B00001IwOCmQAN
8935,2013-10-01,0011B00001IwODtQAN
8936,2017-01-31,0011B00001IwOF8QAN
8937,2014-09-29,0011B00001IwOFDQA3
8939,2016-08-31,0011B00001IwOIkQAN
8940,2014-02-01,0011B00001IwOIuQAN
8941,2014-04-01,0011B00001IwOIwQAN
8943,2010-06-30,0011B00001IwOJOQA3
8944,2011-02-28,0011B00001IwOJaQAN
8945,2010-01-31,0011B00001IwOJiQAN
8946,2011-07-01,0011B00001IwOJjQAN
8947,2017-03-31,0011B00001IwOK0QAN
8949,2016-11-30,0011B00001IwOMfQAN
8950,2014-12-01,0011B00001IwOOCQA3
8953,2010-11-30,0011B00001IwOTFQA3
8955,2015-07-31,0011B00001IwOVQQA3
8956,2017-05-31,0011B00001IwOW5QAN
8958,2017-12-31,0011B00001IwOZGQA3
8959,2012-05-01,0011B00001IwOaSQAV
8960,2017-05-31,0011B00001IwOdhQAF
8961,2010-11-01,0011B00001IwOdqQAF
8962,2018-05-31,0011B00001IwOeoQAF
8964,2017-12-31,0011B00001IwOgRQAV
8965,2015-01-31,0011B00001IwOhiQAF
8966,2018-02-27,0011B00001IwOkHQAV
8967,2015-12-31,0011B00001IwOkIQAV
8968,2015-10-01,0011B00001IwOlRQAV
8969,2016-08-31,0011B00001IwOmGQAV
8970,2014-07-01,0011B00001IwOnuQAF
8971,2013-03-01,0011B00001IwOqMQAV
8973,2014-08-01,0011B00001IwOqoQAF
8977,2016-09-30,0011B00001IwOw9QAF
8978,2012-02-29,0011B00001IwOwTQAV
8979,2012-08-01,0011B00001IwOwdQAF
8981,2016-02-01,0011B00001IwOxQQAV
8983,2013-06-30,0011B00001IwOyRQAV
8985,2012-05-31,0011B00001IwOzWQAV
8987,2015-02-13,0011B00001IwOzeQAF
8989,2017-04-30,0011B00001IwOzlQAF
8990,2012-12-01,0011B00001IwP0LQAV
8992,2013-09-01,0011B00001IwP0UQAV
8993,2016-04-01,0011B00001IwP0gQAF
8994,2011-02-01,0011B00001IwP1JQAV
8995,2011-02-28,0011B00001IwP2dQAF
8996,2018-05-31,0011B00001IwP2nQAF
8997,2012-11-30,0011B00001IwP2pQAF
8998,2016-07-31,0011B00001IwP2sQAF
8999,2011-10-31,0011B00001IwP2uQAF
9000,2012-12-31,0011B00001IwP2yQAF
9001,2010-09-30,0011B00001IwP35QAF
9002,2008-10-31,0011B00001IwP37QAF
9003,2009-10-31,0011B00001IwP3KQAV
9004,2007-12-31,0011B00001IwP3LQAV
9005,2013-07-01,0011B00001IwP3XQAV
9006,2016-05-31,0011B00001IwP3aQAF
9007,2012-06-30,0011B00001IwP3mQAF
9009,2011-03-31,0011B00001IwP4aQAF
9010,2007-10-31,0011B00001IwP4kQAF
9012,2007-06-30,0011B00001IwP7fQAF
9016,2010-07-31,0011B00001IwPHaQAN
9017,2014-04-30,0011B00001IwPJoQAN
9018,2018-02-28,0011B00001IwPKDQA3
9020,2011-11-30,0011B00001IwPKzQAN
9021,2007-11-30,0011B00001IwPL2QAN
9022,2012-12-01,0011B00001IwPMMQA3
9023,2014-09-30,0011B00001IwPMOQA3
9024,2008-12-31,0011B00001IwPMTQA3
9025,2018-06-30,0011B00001IwPMqQAN
9026,2016-01-31,0011B00001IwPNLQA3
9027,2007-09-30,0011B00001IwPNgQAN
9028,2011-09-30,0011B00001IwPOEQA3
9029,2010-03-31,0011B00001IwPQ6QAN
9035,2017-05-31,0011B00001IwPT2QAN
9036,2009-03-31,0011B00001IwPTQQA3
9037,2013-07-31,0011B00001IwPTsQAN
9038,2010-07-01,0011B00001IwPTzQAN
9045,2014-04-30,0011B00001IwPixQAF
9047,2007-01-31,0011B00001IwPjyQAF
9049,2012-02-29,0011B00001IwPl7QAF
9053,2008-01-31,0011B00001IwPmxQAF
9054,2011-03-01,0011B00001IwPnjQAF
9055,2015-10-01,0011B00001IwPqrQAF
9056,2018-04-30,0011B00001IwPrJQAV
9058,2015-04-01,0011B00001IwPvGQAV
9060,2018-06-30,0011B00001IwPyHQAV
9061,2008-02-29,0011B00001IwQ21QAF
9067,2011-08-31,0011B00001IwQ80QAF
9069,2016-03-31,0011B00001IwQCAQA3
9073,2018-06-30,0011B00001IwQGJQA3
9074,2016-12-31,0011B00001IwQKtQAN
9075,2016-08-31,0011B00001IwQMsQAN
9076,2018-03-31,0011B00001IwQTqQAN
9081,2013-04-01,0011B00001IwQX5QAN
9083,2010-07-31,0011B00001IwQfdQAF
9086,2013-09-29,0011B00001IwQiMQAV
9091,2013-02-01,0011B00001IwQnJQAV
9093,2013-03-01,0011B00001IwQo8QAF
9094,2014-12-01,0011B00001IwQoEQAV
9095,2015-12-31,0011B00001IwQp5QAF
9096,2018-07-31,0011B00001IwQpjQAF
9099,2017-03-30,0011B00001IwRBjQAN
9101,2009-04-30,0011B00001IwRH0QAN
9105,2015-06-01,0011B00001IwRMaQAN
9108,2015-01-01,0011B00001IwRVJQA3
9109,2010-11-30,0011B00001IwRVSQA3
9111,2014-04-01,0011B00001IwRczQAF
9113,2014-01-01,0011B00001IwRgUQAV
9114,2013-06-01,0011B00001IwRhSQAV
9116,2018-07-08,0011B00001IwRmJQAV
9117,2018-03-31,0011B00001IwRs1QAF
9118,2010-03-31,0011B00001IwRtCQAV
9119,2008-10-31,0011B00001IwRtpQAF
9120,2018-07-31,0011B00001IwRxrQAF
9122,2018-07-31,0011B00001IwRyBQAV
9123,2013-11-01,0011B00001IwRzGQAV
9125,2016-12-31,0011B00001IwS5LQAV
9134,2018-04-30,0011B00001IwSbyQAF
9141,2018-02-28,0011B00001IwSmAQAV
9142,2017-02-28,0011B00001IwSqWQAV
9149,2014-10-01,0011B00001IwT8RQAV
9150,2018-06-30,0011B00001IwTYBQA3
9156,2018-06-30,0011B00001IwTjBQAV
9157,2017-12-31,0011B00001IwTkkQAF
9159,2018-02-28,0011B00001IwTluQAF
9162,2018-03-31,0011B00001IwTnRQAV
9163,2014-11-01,0011B00001IwTpBQAV
9164,2016-01-01,0011B00001IwTrrQAF
9168,2018-03-31,0011B00001IwU5QQAV
9171,2018-01-31,0011B00001IwUDnQAN
9174,2018-05-31,0011B00001IwUI7QAN
9176,2018-06-30,0011B00001IwULUQA3
9183,2017-09-30,0011B00001IwUfGQAV
9185,2015-04-01,0011B00001IwUgdQAF
9189,2018-06-30,0011B00001IwUlDQAV
9190,2016-10-31,0011B00001IwUmtQAF
9191,2018-04-30,0011B00001IwUofQAF
9192,2018-01-31,0011B00001IwUwQQAV
9193,2013-10-01,0011B00001IwUzOQAV
9194,2016-11-30,0011B00001IwVB3QAN
9195,2014-05-31,0011B00001IwVJ7QAN
9197,2018-02-28,0011B00001IwVgzQAF
9199,2014-10-01,0011B00001IwW2EQAV
9200,2018-03-31,0011B00001IwW5EQAV
9203,2017-02-28,0011B00001IwWBJQA3
9205,2015-01-01,0011B00001IwWBlQAN
9206,2016-04-30,0011B00001IwWBqQAN
9209,2016-10-31,0011B00001IwWCpQAN
9213,2017-03-31,0011B00001IwWLaQAN
9216,2011-10-31,0011B00001IwWRNQA3
9218,2012-12-01,0011B00001IwWRxQAN
9220,2012-04-30,0011B00001IwWSWQA3
9221,2011-10-01,0011B00001IwWSpQAN
9222,2012-05-31,0011B00001IwWT8QAN
9223,2015-07-31,0011B00001IwWTIQA3
9224,2016-05-31,0011B00001IwWU0QAN
9225,2015-03-31,0011B00001IwWUFQA3
9226,2015-09-30,0011B00001IwWUPQA3
9227,2015-03-31,0011B00001IwWUqQAN
9228,2017-12-31,0011B00001IwWXdQAN
9229,2015-07-01,0011B00001IwWXqQAN
9230,2018-05-31,0011B00001IwWXzQAN
9231,2015-08-31,0011B00001IwWY4QAN
9232,2014-04-01,0011B00001IwWYLQA3
9238,2012-11-01,0011B00001IwWabQAF
9240,2014-03-01,0011B00001IwWbXQAV
9241,2013-03-31,0011B00001IwWbYQAV
9242,2009-01-31,0011B00001IwWbcQAF
9244,2016-09-30,0011B00001IwWboQAF
9245,2014-10-31,0011B00001IwWcDQAV
9248,2013-11-01,0011B00001IwWgMQAV
9249,2017-02-28,0011B00001IwWi7QAF
9250,2014-07-16,0011B00001IwWidQAF
9254,2015-11-30,0011B00001IwWjgQAF
9256,2018-01-31,0011B00001IwWkMQAV
9258,2012-12-31,0011B00001IwWkwQAF
9259,2011-07-01,0011B00001IwWkyQAF
9260,2012-06-01,0011B00001IwWl2QAF
9262,2015-11-01,0011B00001IwWlAQAV
9263,2013-06-30,0011B00001IwWlEQAV
9264,2015-10-01,0011B00001IwWlXQAV
9266,2013-09-01,0011B00001IwWlmQAF
9267,2016-06-30,0011B00001IwWlpQAF
9269,2018-03-31,0011B00001IwWn5QAF
9271,2018-07-31,0011B00001IwWnHQAV
9273,2015-10-01,0011B00001IwWomQAF
9274,2015-12-31,0011B00001IwWpAQAV
9275,2011-12-01,0011B00001IwWpLQAV
9276,2010-09-30,0011B00001IwWpcQAF
9277,2011-11-01,0011B00001IwWpdQAF
9278,2010-11-01,0011B00001IwWphQAF
9279,2016-09-30,0011B00001IwWq3QAF
9280,2008-10-31,0011B00001IwWq5QAF
9281,2012-11-30,0011B00001IwWqAQAV
9283,2014-08-31,0011B00001IwWsVQAV
9284,2014-12-31,0011B00001IwWsZQAV
9289,2014-08-31,0011B00001IwWuuQAF
9291,2016-07-31,0011B00001IwWvMQAV
9292,2014-09-01,0011B00001IwWvUQAV
9293,2012-06-01,0011B00001IwWvXQAV
9295,2018-02-28,0011B00001IwWwYQAV
9296,2013-04-01,0011B00001IwWwZQAV
9299,2009-01-31,0011B00001IwWwvQAF
9300,2016-02-29,0011B00001IwWwwQAF
9301,2011-03-31,0011B00001IwWx1QAF
9302,2016-10-31,0011B00001IwWx5QAF
9304,2009-02-28,0011B00001IwWxoQAF
9305,2011-05-01,0011B00001IwWyZQAV
9306,2011-01-31,0011B00001IwWybQAF
9309,2009-04-30,0011B00001IwWz8QAF
9310,2012-01-31,0011B00001IwWzDQAV
9311,2013-10-01,0011B00001IwWzfQAF
9312,2016-12-31,0011B00001IwX2gQAF
9316,2014-07-01,0011B00001IwX3VQAV
9317,2017-05-31,0011B00001IwX3eQAF
9318,2015-12-31,0011B00001IwX3iQAF
9320,2016-08-31,0011B00001IwX4AQAV
9321,2015-01-31,0011B00001IwX4FQAV
9323,2016-12-31,0011B00001IwX4OQAV
9325,2012-12-31,0011B00001IwX5HQAV
9326,2015-02-28,0011B00001IwX5vQAF
9327,2010-09-30,0011B00001IwX64QAF
9328,2013-03-31,0011B00001IwX66QAF
9330,2010-12-31,0011B00001IwX76QAF
9331,2011-09-30,0011B00001IwX79QAF
9332,2008-10-31,0011B00001IwX7BQAV
9333,2010-01-31,0011B00001IwX7GQAV
9334,2009-06-30,0011B00001IwX7KQAV
9335,2008-10-31,0011B00001IwX7LQAV
9336,2011-01-31,0011B00001IwX7SQAV
9337,2017-11-30,0011B00001IwX7TQAV
9338,2010-12-31,0011B00001IwX7dQAF
9339,2014-07-31,0011B00001IwX7fQAF
9340,2013-04-30,0011B00001IwX7nQAF
9341,2011-05-31,0011B00001IwX7vQAF
9342,2012-05-31,0011B00001IwX7yQAF
9343,2008-06-30,0011B00001IwX87QAF
9344,2008-11-30,0011B00001IwX8MQAV
9345,2007-05-31,0011B00001IwX8OQAV
9346,2009-06-30,0011B00001IwX8PQAV
9347,2007-11-30,0011B00001IwX8SQAV
9348,2013-12-31,0011B00001IwX8eQAF
9350,2012-06-30,0011B00001IwXA5QAN
9351,2010-06-30,0011B00001IwXAAQA3
9352,2016-07-31,0011B00001IwXBLQA3
9354,2015-12-31,0011B00001IwXBlQAN
9355,2013-06-30,0011B00001IwXBsQAN
9356,2011-08-31,0011B00001IwXBtQAN
9359,2009-07-31,0011B00001IwXCdQAN
9360,2012-08-31,0011B00001IwXChQAN
9363,2012-12-31,0011B00001IwXCtQAN
9365,2016-08-31,0011B00001IwXCvQAN
9366,2013-12-01,0011B00001IwXCxQAN
9367,2012-05-31,0011B00001IwXDDQA3
9370,2013-02-01,0011B00001IwXDeQAN
9371,2014-04-30,0011B00001IwXDrQAN
9372,2018-05-31,0011B00001IwXDzQAN
9374,2018-07-31,0011B00001IwXFpQAN
9376,2016-08-31,0011B00001IwXIpQAN
9392,2017-07-31,0011B00001IwXOMQA3
9394,2016-04-01,0011B00001IwXOYQA3
9397,2016-11-30,0011B00001IwXP7QAN
9400,2017-09-30,0011B00001IwXQNQA3
9401,2015-08-31,0011B00001IwXQcQAN
9404,2016-06-30,0011B00001IwXRwQAN
9405,2015-07-01,0011B00001IwXS7QAN
9406,2014-04-30,0011B00001IwXSDQA3
9407,2017-04-30,0011B00001IwXSQQA3
9409,2018-04-30,0011B00001IwXSaQAN
9413,2018-01-31,0011B00001IwXVdQAN
9420,2017-06-30,0011B00001IwXaAQAV
9421,2013-02-01,0011B00001IwXaLQAV
9425,2014-07-01,0011B00001IwXb8QAF
9434,2013-03-31,0011B00001IwXq1QAF
9436,2011-04-01,0011B00001IwXqMQAV
9437,2015-04-30,0011B00001IwXqUQAV
9438,2018-04-30,0011B00001IwXqZQAV
9439,2011-08-01,0011B00001IwXqqQAF
9440,2017-04-30,0011B00001IwXqsQAF
9441,2018-04-30,0011B00001IwXquQAF
9442,2011-07-01,0011B00001IwXr9QAF
9443,2011-04-30,0011B00001IwXrAQAV
9446,2012-02-29,0011B00001IwXrcQAF
9447,2014-08-31,0011B00001IwXrpQAF
9448,2010-11-01,0011B00001IwXsPQAV
9450,2012-09-01,0011B00001IwXscQAF
9455,2013-10-31,0011B00001IwXwqQAF
9458,2017-12-31,0011B00001IwXwzQAF
9459,2010-09-01,0011B00001IwXx2QAF
9460,2011-03-01,0011B00001IwXz3QAF
9461,2015-10-01,0011B00001IwXzqQAF
9465,2016-09-30,0011B00001IwY17QAF
9466,2016-05-31,0011B00001IwY1OQAV
9467,2013-04-01,0011B00001IwY6GQAV
9469,2015-05-31,0011B00001IwY7LQAV
9473,2014-02-28,0011B00001IwYD5QAN
9474,2014-10-01,0011B00001IwYFfQAN
9476,2010-08-01,0011B00001IwYGXQA3
9481,2018-07-27,0011B00001IwZIMQA3
9482,2018-07-31,0011B00001IwcgFQAR
9483,2017-10-09,0011B00001IwfjiQAB
9485,2017-12-08,0011B00001IwlK4QAJ
9486,2018-01-31,0011B00001IwlPWQAZ
9489,2018-08-01,0011B00001Iwq8UQAR
9493,2018-07-31,0011B00001IwsjeQAB
9495,2017-08-24,0011B00001Ix1IOQAZ
9496,2017-09-07,0011B00001Ix2zAQAR
9498,2018-01-29,0011B00001Ix33fQAB
9499,2017-08-21,0011B00001Ix4L9QAJ
9500,2017-10-09,0011B00001Ix5iEQAR
9504,2017-09-29,0011B00001IxIWAQA3
9505,2017-09-20,0011B00001IxVWkQAN
9506,2017-11-30,0011B00001IxYFgQAN
9508,2018-02-21,0011B00001IxjxhQAB
9509,2017-11-28,0011B00001Ixk76QAB
9510,2017-12-07,0011B00001IxnvEQAR
9511,2017-08-23,0011B00001IxoZoQAJ
9513,2017-09-15,0011B00001IxyFOQAZ
9517,2017-10-16,0011B00001xZGSCQA4
9519,2017-09-29,0011B00001xZGm0QAG
9520,2017-11-02,0011B00001xmA9FQAU
9524,2018-02-06,0011B00001xmRfrQAE
9525,2017-10-02,0011B00001xmU5qQAE
9527,2018-05-31,0011B00001xmVNBQA2
9529,2017-12-20,0011B00001xmYFpQAM
9530,2017-09-20,0011B00001xmZuwQAE
9531,2017-04-29,0011B00001xmiTSQAY
9532,2017-09-18,0011B00001xmixVQAQ
9534,2017-12-22,0011B00001xmkUwQAI
9535,2017-12-20,0011B00001xmwWXQAY
9536,2018-02-14,0011B00001xmx6rQAA
9537,2017-12-15,0011B00001xmyxJQAQ
9538,2018-01-26,0011B00001xmzWEQAY
9539,2017-09-21,0011B00001xmzdvQAA
9542,2017-12-18,0011B00001xn07vQAA
9543,2017-11-03,0011B00001xn102QAA
9545,2017-11-27,0011B00001xn2Z3QAI
9546,2018-01-17,0011B00001xn67nQAA
9547,2017-10-27,0011B00001xn6ZSQAY
9549,2017-11-20,0011B00001xn76lQAA
9550,2018-01-01,0011B00001xnAVNQA2
9551,2018-01-15,0011B00001xnAVXQA2
9552,2017-11-03,0011B00001xnFbAQAU
9553,2017-09-27,0011B00001xnFq5QAE
9555,2017-10-23,0011B00001xnPERQA2
9556,2017-09-29,0011B00001xnPFtQAM
9557,2017-12-27,0011B00001xnWgQQAU
9561,2017-12-28,0011B00001xnhM9QAI
9563,2017-12-27,0011B00001z5VEfQAM
9564,2017-12-18,0011B00001z5X1xQAE
9565,2018-01-11,0011B00001z5X35QAE
9566,2017-11-30,0011B00001z5XoQQAU
9567,2017-11-13,0011B00001z5h6mQAA
9568,2018-01-19,0011B00001z5l7yQAA
9569,2017-10-10,0011B00001z5lPSQAY
9571,2017-10-11,0011B00001z5pb8QAA
9572,2017-11-08,0011B00001z5rj7QAA
9574,2017-12-21,0011B00001z5w6OQAQ
9576,2017-11-13,0011B00001z60fsQAA
9577,2018-02-23,0011B00001z64JYQAY
9578,2018-02-12,0011B00001z66YrQAI
9579,2017-11-30,0011B00001z6BmhQAE
9581,2017-12-06,0011B00001z6vGQQAY
9582,2017-11-28,0011B00001z70lsQAA
9583,2017-12-08,0011B00001z71JtQAI
9585,2018-02-28,0011B00001z7B5KQAU
9586,2018-01-18,0011B00001z7BW9QAM
9588,2017-10-25,0011B00001z7FIMQA2
9589,2017-12-22,0011B00001z7FmxQAE
9591,2017-10-30,0011B00001z7RwhQAE
9592,2017-11-14,0011B00001z7YBDQA2
9595,2017-11-14,0011B00001z7fcLQAQ
9596,2017-11-01,0011B00001z7lSgQAI
9597,2017-11-02,0011B00001z7p0GQAQ
9598,2017-11-16,0011B00001z7pS8QAI
9599,2017-12-05,0011B00001z7zrFQAQ
9602,2018-01-12,0011B00001z86XeQAI
9603,2018-02-09,0011B00001z8ATGQA2
9604,2018-02-28,0011B00001z8CHKQA2
9605,2017-12-18,0011B00001z8EXoQAM
9606,2018-01-10,0011B00001z8EeBQAU
9607,2018-03-26,0011B00001z8EpsQAE
9608,2017-12-01,0011B00001z8LBGQA2
9609,2017-11-13,0011B00001z8LwrQAE
9610,2017-12-14,0011B00001z8P6fQAE
9611,2017-12-27,0011B00001z8RpqQAE
9612,2017-12-13,0011B00001z8g3fQAA
9613,2018-02-07,0011B00001z8gTEQAY
9614,2018-07-30,0011B00001z8jNMQAY
9615,2017-12-27,0011B00001z8kCTQAY
9616,2017-11-17,0011B00001z8krlQAA
9617,2017-12-01,0011B00001z8lOYQAY
9618,2018-02-14,0011B00001z8rJSQAY
9620,2017-11-27,0011B00001z8s1JQAQ
9621,2017-12-28,0011B00001z8sFGQAY
9622,2017-12-15,0011B00001z8sFfQAI
9623,2018-05-15,0011B00001z8sFuQAI
9624,2018-01-16,0011B00001z8v7cQAA
9626,2017-12-07,0011B00001z8vuyQAA
9628,2017-11-27,0011B00001z93Q9QAI
9630,2017-11-29,0011B00001z9AI2QAM
9631,2018-02-05,0011B00001z9M20QAE
9632,2018-01-26,0011B00001z9OM9QAM
9633,2017-12-11,0011B00001z9OOZQA2
9636,2018-01-19,0011B00001z9UzOQAU
9637,2018-03-20,0011B0000217RC8QAM
9638,2018-01-10,0011B0000217dEfQAI
9639,2017-12-19,0011B0000217gAqQAI
9641,2017-12-20,0011B0000217pY4QAI
9642,2017-12-21,0011B0000217rY8QAI
9643,2017-12-28,0011B0000217sY4QAI
9644,2018-01-24,0011B0000217t81QAA
9645,2017-12-28,0011B0000217tTFQAY
9646,2018-03-09,0011B00002181MpQAI
9647,2018-05-18,0011B00002182mKQAQ
9648,2018-03-30,0011B0000218DxAQAU
9649,2018-06-30,0011B0000218EXlQAM
9650,2018-01-16,0011B0000218J7VQAU
9651,2018-01-15,0011B0000218JB8QAM
9653,2018-03-01,0011B0000218zh0QAA
9655,2018-02-05,0011B0000219sAAQAY
9656,2018-02-27,0011B0000219vpMQAQ
9657,2018-02-28,0011B0000219wd2QAA
9658,2018-03-05,0011B0000219zNyQAI
9660,2018-03-02,0011B000021A5WcQAK
9661,2018-03-02,0011B000021A5trQAC
9662,2018-06-28,0011B000021AdkUQAS
9663,2018-03-21,0011B000021AnyQQAS
9664,2018-03-22,0011B000021BDPrQAO
9665,2018-03-12,0011B000021BIQ6QAO
9667,2018-03-08,0011B000022P5eMQAS
9670,2018-07-12,0011B000022lIUhQAM
9671,2018-07-07,0011B000024VHMVQA4
9672,2018-04-15,0011B000027D0xMQAS
9674,2018-03-26,0013000000dqM4KAAU
9679,2018-06-27,0013000000dqM4yAAE
9681,2016-03-29,0013000000dqM5BAAU
9683,2017-07-29,0013000000dqM5NAAU
9684,2016-12-31,0013000000dqM5SAAU
9689,2018-01-01,0013000000dqM5fAAE
9692,2017-12-31,0013000000dqM5uAAE
9696,2016-03-30,0013000000dqM6mAAE
9704,2018-07-30,0013000000dqM7jAAE
9715,2018-06-30,0013000000dqM8iAAE
9720,2016-03-31,0013000000dqM9RAAU
9722,2017-12-05,0013000000dqM9UAAU
9725,2016-09-30,0013000000dqM9eAAE
9730,2015-12-31,0013000000dqMAEAA2
9731,2018-02-28,0013000000dqMAFAA2
9732,2016-05-31,0013000000dqMAOAA2
9737,2017-09-28,0013000000dqMB0AAM
9742,2016-10-31,0013000000dqMBpAAM
9746,2016-09-15,0013000000dqMCqAAM
9748,2016-03-23,0013000000dqMDmAAM
9753,2018-06-16,0013000000dqMFLAA2
9759,2016-07-23,0013000000dqMHKAA2
9764,2018-06-30,0013000000dqMHsAAM
9770,2017-04-10,0013000000dqMK0AAM
9785,2018-01-01,0013000000dqMQPAA2
9786,2018-02-23,0013000000dqMQrAAM
9789,2016-03-31,0013000000dqMRBAA2
9791,2017-12-17,0013000000dqMRZAA2
