ID,CREATEDDATE,CASE__C,RESOLUTION__C,OVERALL_GENERAL_COMMENTS__C,CUSTOMER_EFFORT__C,ACCOUNTID
a0k1B00000Gs5obQAB,2017-12-29 12:45:29.000,5001B000013ngaaQAA,6,,,0011300001l48z6AAA
a0k1B00000Gs5oWQAR,2017-12-29 08:59:13.000,5001B000013o2BBQAY,6,,,0013000000dqM3yAAE
a0k1B00000Gs5oHQAR,2017-12-29 08:10:58.000,5001B000013oBq9QAE,6,配置-服务-调度程序-更改登录-添加账户 不支持中文 在操作手册没有添加说明 结果添加不了中文账户，困扰我们很久,,0011300001i6oQTAAY
a0k1B00000Gs5oCQAR,2017-12-29 05:36:41.000,5001B000013oAJiQAM,6,Ren was very knowledgeable.,,0011300001rJhlXAAS
a0k1B00000Gs5o7QAB,2017-12-29 04:44:08.000,5001B000013oAlIQAU,5,,,0011300001vRulUAAS
a0k1B00000Gs5o2QAB,2017-12-28 23:09:08.000,5001B000013o5FaQAI,6,,,001a000001NIKACAA5
a0k1B00000Gs5nxQAB,2017-12-28 21:57:16.000,5001B000013o7UOQAY,5,,,0013000000dqN4KAAU
a0k1B00000Gs5nsQAB,2017-12-28 20:51:04.000,5001B000013o9unQAA,6,,,0011300001uiHx5AAE
a0k1B00000Gs5nnQAB,2017-12-28 20:43:14.000,5001B000013nfd4QAA,6,,,0011300001uiKz0AAE
a0k1B00000Gs5niQAB,2017-12-28 20:27:27.000,5001B000013o6rlQAA,1,Far too many issues that have been around for YEARS that have never been addressed,,0011300001uiEeWAAU
a0k1B00000Gs5ndQAB,2017-12-28 20:26:50.000,5001B000013oB5DQAU,6,,,0011300001l4O6rAAE
a0k1B00000Gs5nYQAR,2017-12-28 20:25:48.000,5001B000013oBHTQA2,6,,,001a000001NIKc5AAH
a0k1B00000Gs5nTQAR,2017-12-28 19:05:50.000,5001B000013oAtHQAU,6,,,001a000001NIHblAAH
a0k1B00000Gs5nOQAR,2017-12-28 18:09:49.000,5001B000013o9ZfQAI,2,"Like I said, this is a SERIOUS PROBLEM that needs resolution ASAP.",,0011300001uiEfgAAE
a0k1B00000Gs5nJQAR,2017-12-28 16:36:30.000,5001B000013o1qXQAQ,6,,,0011300001dYH2tAAG
a0k1B00000Gs5nEQAR,2017-12-28 16:01:10.000,5001B000013nzjsQAA,5,,,001a000001NILLmAAP
a0k1B00000Gs5n9QAB,2017-12-28 15:17:01.000,5001B000013ny1VQAQ,6,,,0011300001cMfwcAAC
a0k1B00000Gs5mzQAB,2017-12-28 10:34:47.000,5001B000013nwqqQAA,5,,,0013000000eappPAAQ
a0k1B00000Gs5muQAB,2017-12-28 10:34:17.000,5001B000013nxMDQAY,5,,,0013000000eappPAAQ
a0k1B00000Gs5mpQAB,2017-12-28 07:16:15.000,5001B000013o8BmQAI,5,,,001a000001L9x5rAAB
a0k1B00000Gs5mkQAB,2017-12-28 00:02:01.000,5001B000013o6E5QAI,5,,,0011300001hCliaAAC
a0k1B00000Gs5mfQAB,2017-12-27 22:50:38.000,5001B000013oADaQAM,6,,,001a000001NIM67AAH
a0k1B00000Gs5maQAB,2017-12-27 22:32:48.000,5001B000013o2VBQAY,6,,,001a000001NIFksAAH
a0k1B00000Gs5mQQAR,2017-12-27 22:05:32.000,5001B000013oA6ZQAU,6,"Give him a raise or a gift card, he deserves it!",,0011300001uhR16AAE
a0k1B00000Gs5mLQAR,2017-12-27 21:11:15.000,5001B000013o5qwQAA,6,,,0011300001uj9UaAAI
a0k1B00000Gs5mGQAR,2017-12-27 21:03:02.000,5001B000013oA4EQAU,4,,,0011300001uiEczAAE
a0k1B00000Gs5mBQAR,2017-12-27 20:24:55.000,5001B000013o8ciQAA,6,,,0011300001ibcgQAAQ
a0k1B00000Gs5m6QAB,2017-12-27 18:17:48.000,5001B000013o8TlQAI,3,"Will like to get a phone call for mission critical issues, like this one in the future. If you check our record (more than 15 years with the product) we call seldom.",,0011300001uiKLBAA2
a0k1B00000Gs5m1QAB,2017-12-27 17:55:05.000,5001B000013o9b7QAA,6,,,0013000000dqQ6uAAE
a0k1B00000Gs5lwQAB,2017-12-27 17:18:57.000,5001B000013o9blQAA,6,I am thoroughly satisfied. Thank you!,,0011300001uiQWMAA2
a0k1B00000Gs5lrQAB,2017-12-27 17:12:28.000,5001B000013o9TSQAY,6,"Change Calendar displays local time of the client, was the answer I got back.  This was not something I was inclined to assume, so I asked.  I appreciated Randy's effort to get me the correct answer.",,0011300001uiO4LAAU
a0k1B00000Gs5lmQAB,2017-12-27 17:07:43.000,5001B000013o8aXQAQ,6,,,0011300001cuHZqAAM
a0k1B00000Gs5lhQAB,2017-12-27 16:40:21.000,5001B000013o9aEQAQ,6,Thank you.,,001a000001NIKBJAA5
a0k1B00000Gs5lcQAB,2017-12-27 14:51:34.000,5001B000013lgp1QAA,1,I work with Ivanti couple years now. This is first time I was treated this way!,,0013000000dqOSFAA2
a0k1B00000Gs5lXQAR,2017-12-27 13:47:27.000,5001B000013o52qQAA,6,,,0011300001uiEilAAE
a0k1B00000Gs5lSQAR,2017-12-27 13:14:11.000,5001B000013o1oqQAA,2,,,0013000000eah78AAA
a0k1B00000Gs5lIQAR,2017-12-27 02:16:22.000,5001B000013o1BKQAY,2,希望在解决case的时候，能多写几个字，给出一个解决问题的思路或如何解决问题的过程。而不是一个链接过来，自己看去吧。,,001a000001ONy0AAAT
a0k1B00000Gs5lDQAR,2017-12-26 16:45:31.000,5001B000013lTKMQA2,6,Ty is truly a valuable asset to ivanti.,,0013000000krunhAAA
a0k1B00000Gs5l8QAB,2017-12-26 10:04:04.000,5001B000013m7lVQAQ,6,,,0013000000eatzWAAQ
a0k1B00000Gs5l3QAB,2017-12-26 02:28:50.000,5001B000013o19dQAA,5,,,0011300001sCKiNAAW
a0k1B00000Gs5kyQAB,2017-12-26 01:04:55.000,5001B000013nwTDQAY,6,,,0013000000fJHyeAAG
a0k1B00000Gs5ktQAB,2017-12-25 07:56:27.000,5001B000013nj9hQAA,6,很好！,,001a000001QtTK5AAN
a0k1B00000Gs5koQAB,2017-12-25 07:56:07.000,5001B000013nh20QAA,6,很好！,,001a000001QtTK5AAN
a0k1B00000Gs5kjQAB,2017-12-25 07:55:44.000,5001B000013naBYQAY,6,很好！,,001a000001QtTK5AAN
a0k1B00000Gs5keQAB,2017-12-25 07:55:28.000,5001B000013nY1fQAE,6,很好！,,001a000001QtTK5AAN
a0k1B00000Gs5kZQAR,2017-12-25 05:05:03.000,5001B000013ldHkQAI,3,Faster initial response and follow-up on the case.,,001a000001Y80jjAAB
a0k1B00000Gs5kUQAR,2017-12-25 04:57:24.000,5001B000013lzwoQAA,5,Faster initial response and follow-up on the case.,,001a000001Y80jjAAB
a0k1B00000Gs5kPQAR,2017-12-25 04:53:43.000,5001B000013nzDIQAY,4,,,001a000001Y80jjAAB
a0k1B00000Gs5kFQAR,2017-12-22 20:59:25.000,5001B000013o6o3QAA,5,,,001a000001GZPClAAP
a0k1B00000Gs5kAQAR,2017-12-22 18:48:43.000,5001B000013o5GiQAI,6,"Any way to modify the subject lines of the e-mail communication to mention GoldMine, and remove the apparent corruption in the subject lines?  In my case the garbage characters are getting the e-mails caught in the off-site spam filter; for many users who've been taught to delete dodgy e-mails, those e-mails may be deleted without being read.",,0011300001uiEczAAE
a0k1B00000Gs5k5QAB,2017-12-22 16:28:37.000,5001B000013o2ZcQAI,6,,,0011300001q2kWtAAI
a0k1B00000Gs5k0QAB,2017-12-22 16:08:22.000,5001B000013o55uQAA,6,,,0011300001uiO5pAAE
a0k1B00000Gs5jvQAB,2017-12-22 15:58:51.000,5001B000013nzjnQAA,6,,,0013000000dqMcGAAU
a0k1B00000Gs5jlQAB,2017-12-22 12:01:51.000,5001B000013llvjQAA,6,Thanks!,,001a000001IkwTzAAJ
a0k1B00000Gs5jbQAB,2017-12-22 08:50:27.000,5001B000013o4DdQAI,1,,,0011300001uiN0dAAE
a0k1B00000Gs5jRQAR,2017-12-22 06:27:49.000,5001B000013o6IMQAY,6,"This is to confirm that Jo Shen has always helped with efficiency & quickly. She has always been an angel to help with all Shavlik related issues. I always feel to be assisted by Shen only because then I'm sure she will fix my issues in no time. She is such a quick, efficient, knowledgeable & helpful person. God Bless you Jo Shen. You are definitely a gem to you organization.",,0011300001l4Qd5AAE
a0k1B00000Gs5jMQAR,2017-12-22 06:15:53.000,5001B000013nz2FQAQ,6,"I would like to thank Jo Shen from the bottom of my heart., 
She has always been an angel & is always so quick in providing the resolution.
She is an expert & has always does an amazing job. A level of faith & trust has been maintained for last couple of years only because of her. I'm really thankful to Shen for being such a great & helpful person with amazing knowledge about everything. She is always very quick in assisting & providing the best resolution to all technical issues. God Bless you Shen.",,0011300001l4Qd5AAE
a0k1B00000Gs5jHQAR,2017-12-22 04:55:34.000,5001B000013nyq4QAA,6,,,0011300001i8FKVAA2
a0k1B00000Gs5jCQAR,2017-12-22 04:14:17.000,5001B000013o4GhQAI,6,Nothing much.,,0011300001l4P8wAAE
a0k1B00000Gs5j7QAB,2017-12-22 03:16:16.000,5001B000013o62TQAQ,6,Kevin was great to work through a problem with. Right personality and knowledge. What was disappointing though is that this is something that should not happen and the system should know what I experienced is a problem and alert. At the very least have more comprehensive knowledge. btw. For what it is worth the whole company left 2:15 minutes ago for Christmas and I have had to stay back to make sure it gets fixed.,,0011300001uiOSOAA2
a0k1B00000Gs5j2QAB,2017-12-21 22:58:39.000,5001B000013nykpQAA,6,,,0011300001uiQsuAAE
a0k1B00000Gs5ixQAB,2017-12-21 22:52:20.000,5001B000013o37eQAA,6,,,0011300001uiMQPAA2
a0k1B00000Gs5isQAB,2017-12-21 22:44:09.000,5001B000013o5uoQAA,6,"I was the slow one as it was my first time building a detail form so reading, trying to understand the process made it challenging for your engineer.",,0011300001uiMPmAAM
a0k1B00000Gs5inQAB,2017-12-21 18:18:00.000,5001B000013ntBQQAY,6,,,0011B00001IwTluQAF
a0k1B00000Gs5iiQAB,2017-12-21 17:19:19.000,5001B000013o3GHQAY,6,,,001a000001BTcyHAAT
a0k1B00000Gs5idQAB,2017-12-21 16:45:46.000,5001B000013o4kSQAQ,6,,,0013000000dqOhrAAE
a0k1B00000Gs5iYQAR,2017-12-21 16:17:47.000,5001B000013ngIRQAY,1,"Basically what I heard was that my organization's issue is a result of the older browser we must use, Ivanti will never entertain the idea of doing any fixes/solutions to make HEAT usable on that browser, and Ivanti will make the issue worse when they drop support for some other features in that browser. When we looked at purchasing the product, we weren't made aware that the product only worked correctly on the newest browsers. We're a hospital group - people's lives depend on specific software working correctly 110% of the time, not 90% with the occassional error/crash that is acceptable for most software. This means we're usually a browser version or two behind because the life-saving software working correctly trumps all other software. As we are a group of hospitals, it also means our staff rarely have the time or inclination to constantly change from the default browser to an alternative browser (many of which aren't allowed in our environment due to security issues with the browser which leaves hackers a way to gain access to our servers and steal patient data). This lowers the value of HEAT for us as I now have 8900+ staff who are less likely to use Self Service as it doesn't function correctly on the default browser and they have to do extra work to access a different browser. Doctors and nurses measure the worth of putting in a request against the amount of time it takes them away from a patient - extra work to put in a request means more time away from the patient, and the patient always comes first.",,0011300001uiJZdAAM
a0k1B00000Gs5iTQAR,2017-12-21 13:47:44.000,5001B000013o2YyQAI,6,,,0013000000dqN2BAAU
a0k1B00000Gs5iOQAR,2017-12-21 13:20:12.000,5001B000013nSotQAE,5,,,0011300001uiJwvAAE
a0k1B00000Gs5iJQAR,2017-12-21 13:17:54.000,5001B000013nE1uQAE,6,Great help!!! Thank you,,0011300001uiJwvAAE
a0k1B00000Gs5iEQAR,2017-12-21 12:47:24.000,5001B000013nwKuQAI,6,Probably more engineers needed to assist as it looks like Kevin is the only person on the HEAT technical support area. A call and remote connection would have been quicker to resolve issues as well as emails do take up valuable time.,,0011300001wJPUyAAO
a0k1B00000Gs5i4QAB,2017-12-21 10:25:46.000,5001B000012OfuiQAC,4,,,0011300001cO0tbAAC
a0k1B00000Gs5hzQAB,2017-12-21 10:09:19.000,5001B000013ntsjQAA,5,,,0011300001uiFTnAAM
a0k1B00000Gs5hpQAB,2017-12-21 07:26:03.000,5001B000013nh7eQAA,6,,,0011300001uiFKdAAM
a0k1B00000Gs5hkQAB,2017-12-21 05:33:35.000,5001B000013nru9QAA,6,,,0011300001uiOVyAAM
a0k1B00000Gs5hfQAB,2017-12-21 01:36:16.000,5001B000013o1gIQAQ,6,Kent was very quick at helping me with a resolution to my issue.,,0013000000dqRAZAA2
a0k1B00000Gs5haQAB,2017-12-21 01:35:07.000,5001B000013neopQAA,6,Jonathan is very knowledgeable and great to work with.,,0013000000dqRAZAA2
a0k1B00000Gs5hQQAR,2017-12-20 20:41:44.000,5001B000013nuIwQAI,6,,,0013000000dqR3hAAE
a0k1B00000Gs5hLQAR,2017-12-20 20:06:25.000,5001B000013o2LLQAY,5,,,0011300001uiMaWAAU
a0k1B00000Gs5hGQAR,2017-12-20 18:04:01.000,5001B000013njrtQAA,5,,,0011300001uiFKVAA2
a0k1B00000Gs5hBQAR,2017-12-20 18:01:47.000,5001B000013ny1VQAQ,6,,,0011300001cMfwcAAC
a0k1B00000Gs5h6QAB,2017-12-20 17:39:12.000,5001B000013o2MTQAY,6,Don't change a thing!,,001a000001NIIQqAAP
a0k1B00000Gs5h1QAB,2017-12-20 17:01:57.000,5001B000013o2CnQAI,6,,,001a000001DH2K3AAL
a0k1B00000Gs5gwQAB,2017-12-20 16:43:30.000,5001B000013ngCxQAI,6,,,0013000000dqQ6uAAE
a0k1B00000Gs5grQAB,2017-12-20 16:27:00.000,5001B000013o2DRQAY,6,,,0011B00001z7aV9QAI
a0k1B00000Gs5gmQAB,2017-12-20 16:11:44.000,5001B000013nYIWQA2,6,,,001a000001DH2K3AAL
a0k1B00000Gs5ghQAB,2017-12-20 16:10:40.000,5001B000013nYbTQAU,6,,,0013000000eahwsAAA
a0k1B00000Gs5gcQAB,2017-12-20 15:29:34.000,5001B000013nkupQAA,3,"With the new system is harder to obtain real-time, quality support.",,0011300001uiItQAAU
a0k1B00000Gs5gXQAR,2017-12-20 14:39:06.000,5001B000013o1oMQAQ,6,,,001a000001NIH9lAAH
a0k1B00000Gs5gDQAR,2017-12-20 08:27:51.000,5001B000013nz9aQAA,6,"First of all, let me thank all the support engineers.
Please, I would apreciate so much if the first reply could be done by mail and not by phone because it allows to gain time and in the meanwhile to preserve the informations that might be forwarded to the customer.

thank yoy very much

Best regards",,0011300001cONItAAO
a0k1B00000Gs5g8QAB,2017-12-20 02:04:13.000,5001B000013nysyQAA,6,,,0011300001l48Y4AAI
a0k1B00000Gs5g3QAB,2017-12-20 00:32:28.000,5001B000013o10vQAA,6,Jim is always helpful and courteous to work with,,0013000000dqMzJAAU
a0k1B00000Gs5fyQAB,2017-12-19 23:42:19.000,5001B000013o0uTQAQ,6,,,0013000000eaj4CAAQ
a0k1B00000Gs5foQAB,2017-12-19 22:15:18.000,5001B000013o0psQAA,2,,,0011300001uiGZEAA2
a0k1B00000Gs5fjQAB,2017-12-19 21:42:32.000,5001B000013o0mFQAQ,6,We need the ability to rename the deploys!!!,,001a000001NIHHcAAP
a0k1B00000Gs5feQAB,2017-12-19 21:26:21.000,5001B000013o0fsQAA,6,Thanks very much.  Great job Brian.,,001a000001NILqiAAH
a0k1B00000Gs5fFQAR,2017-12-19 19:01:31.000,5001B000013nzmuQAA,6,,,0013000000eaiK9AAI
a0k1B00000Gs5fAQAR,2017-12-19 15:35:06.000,5001B000013noi9QAA,5,,,001a000001NILLmAAP
a0k1B00000Gs5f5QAB,2017-12-19 15:34:57.000,5001B000013nzScQAI,6,"I'm new to the products, I suspect my frustrations originate from a poor consultant implementation.",,0013000000dqMeDAAU
a0k1B00000Gs5dUQAR,2017-12-19 11:59:05.000,5001B000013npQBQAY,6,,,0011300001uiLvHAAU
a0k1B00000Gs5dPQAR,2017-12-19 10:40:13.000,5001B000013nz2FQAQ,6,"My issues are always fixed whenever handled by Jo Shen.
She is one of the best resource & a gem of a person.
She has always been so helpful & always has resolution to all my queries & issues.
Thank you so much for being so polite, helpful, knowledgeable & assistance you provide to me whenever I am in need. Jo Shen is the only name that crosses my mind whenever I have any issue & she has always been the angel to me to fix all issues.
Thank you so very much once again. GOD Bless you Shen.",,0011300001l4Qd5AAE
a0k1B00000Gs5dKQAR,2017-12-19 03:54:43.000,5001B000013mAA8QAM,6,had to rate 5 a little lower as I still don't have the product working correctly - separate case logged.,,0011300001tyTcCAAU
a0k1B00000Gs5dFQAR,2017-12-19 03:53:01.000,5001B000013nj6EQAQ,6,,,0011300001uiGg2AAE
a0k1B00000Gs5dAQAR,2017-12-18 23:38:47.000,5001B000013nhTLQAY,6,,,0011300001uiJM4AAM
a0k1B00000Gs5d5QAB,2017-12-18 23:22:08.000,5001B000013nykpQAA,6,,,0011300001uiQsuAAE
a0k1B00000Gs5d0QAB,2017-12-18 22:49:17.000,5001B000013npXqQAI,6,The Engineer was exceptional.  He kept on top of the issue and made sure it was resolved.  HIs knowledge and willingness to work with me and listen and offer his expertise was also eceptional.,,001a000001NIIZLAA5
a0k1B00000Gs5cvQAB,2017-12-18 21:35:58.000,5001B000013ludnQAA,1,,,001a000001WFaTfAAL
a0k1B00000Gs5cqQAB,2017-12-18 21:29:49.000,5001B000013ny1VQAQ,6,,,0011300001cMfwcAAC
a0k1B00000Gs5clQAB,2017-12-18 21:06:23.000,5001B000013nxLUQAY,6,Brittany is a huge asset to your company.,,0013000000ebLy4AAE
a0k1B00000Gs5cgQAB,2017-12-18 20:20:41.000,5001B000013nZ1oQAE,6,Happy holidays,,0011300001dYH2tAAG
a0k1B00000Gs5cbQAB,2017-12-18 20:19:51.000,5001B000013nbpyQAA,6,keep up the good work,,0011300001dYH2tAAG
a0k1B00000Gs5cWQAR,2017-12-18 19:25:15.000,5001B000013no0DQAQ,6,Thank you again Ivanti Support!,,001a000001NIKAFAA5
a0k1B00000Gs5cRQAR,2017-12-18 18:57:10.000,5001B000013m5KIQAY,6,Looking Forward to working Steele again,,0011300001tylHhAAI
a0k1B00000Gs5cMQAR,2017-12-18 16:56:44.000,5001B000013nulFQAQ,6,Exceeded my expectations on resolving the incident on a highly visible project on our end.,,0011300001uiL23AAE
a0k1B00000Gs5cHQAR,2017-12-18 16:18:38.000,5001B000013nsOsQAI,5,,,0013000000eb7XLAAY
a0k1B00000Gs5cCQAR,2017-12-18 16:15:06.000,5001B000013nxZ7QAI,6,,,0011300001txLiEAAU
a0k1B00000Gs5c7QAB,2017-12-18 16:11:23.000,5001B000013nsH8QAI,6,,,0011300001uiGVFAA2
a0k1B00000Gs5c2QAB,2017-12-18 14:27:35.000,5001B000013nbUHQAY,6,,,001a000001NIJt9AAH
a0k1B00000Gs5bxQAB,2017-12-18 14:07:47.000,5001B000013nwx8QAA,6,,,0011300001uiMRnAAM
a0k1B00000Gs5bsQAB,2017-12-18 11:26:51.000,5001B000013npJPQAY,5,,,0011300001uiEeXAAU
a0k1B00000Gs5bnQAB,2017-12-18 11:17:53.000,5001B000013lUtlQAE,6,,,0011300001cuYfdAAE
a0k1B00000Gs5biQAB,2017-12-18 11:17:29.000,5001B000013lhsmQAA,6,,,0011300001cuYfdAAE
a0k1B00000Gs5bYQAR,2017-12-18 08:41:37.000,5001B000013lyRuQAI,1,,,0013000000dqMIaAAM
a0k1B00000Gs5bOQAR,2017-12-18 07:06:58.000,5001B000013nmPeQAI,6,,,0013000000earbMAAQ
a0k1B00000Gs5bJQAR,2017-12-18 02:40:44.000,5001B000013nvgLQAQ,6,,,0011300001uiEczAAE
a0k1B00000Gs5bEQAR,2017-12-16 22:31:18.000,5001B000013njT3QAI,3,,,0011300001uiFGVAA2
a0k1B00000Gs5b9QAB,2017-12-16 13:42:07.000,5001B000013no4yQAA,6,"When working with items in the Service Desk console it would be helpful to have paths to follow to more easily understand where changes need to be made.
When a knowledge article says change the experience value to ""0"", list the path, Administration, Administration, Knowledge management ...etc.",,0011300001hAAgPAAW
a0k1B00000Gs5auQAB,2017-12-16 01:44:53.000,5001B000013nuKxQAI,2,,,0011300001uiNzWAAU
a0k1B00000Gs5apQAB,2017-12-16 00:46:37.000,5001B000013nbp5QAA,6,,,0013000000dqR4FAAU
a0k1B00000Gs5akQAB,2017-12-15 21:43:50.000,5001B000013nlGlQAI,6,,,0011300001uiLcXAAU
a0k1B00000Gs5afQAB,2017-12-15 21:07:58.000,5001B000013ntaQQAQ,6,Ivanti tech support is outstanding!,,0011300001ctQVKAA2
a0k1B00000Gs5aaQAB,2017-12-15 20:53:40.000,5001B000013nphlQAA,6,,,0011300001uiEpOAAU
a0k1B00000Gs5aVQAR,2017-12-15 20:41:55.000,5001B000013nuNwQAI,6,,,0013000000dqQQLAA2
a0k1B00000Gs5aQQAR,2017-12-15 20:03:49.000,5001B000013nuKYQAY,4,,,0011300001uiSzQAAU
a0k1B00000Gs5aLQAR,2017-12-15 20:02:04.000,5001B000013nkLUQAY,4,It took me 30 minutes to find the contact information for help and get a technician to talk to me.  It was so tedious just to make small changes to my service request.  If I had the option to not have this product at the moment I would NOT.,,0011300001uiK0XAAU
a0k1B00000Gs5a6QAB,2017-12-15 19:01:01.000,5001B000013nuJQQAY,6,,,0013000000dqQAYAA2
a0k1B00000Gs5a1QAB,2017-12-15 17:12:35.000,5001B000013nk0RQAQ,5,,,0011300001uiH9KAAU
a0k1B00000Gs5ZwQAJ,2017-12-15 15:11:37.000,5001B000013nsMNQAY,6,Perfect always pleasure to work with Anthony.,,001a000001NIKAFAA5
a0k1B00000Gs5ZrQAJ,2017-12-15 13:46:33.000,5001B000013nu91QAA,6,,,001a000001IImQYAA1
a0k1B00000Gs5ZmQAJ,2017-12-15 12:59:33.000,5001B000013naJrQAI,5,,,0011300001uiN0dAAE
a0k1B00000Gs5ZNQAZ,2017-12-15 11:46:47.000,5001B000013nmfIQAQ,6,"great service, as always",,0011300001uiEfPAAU
a0k1B00000Gs5ZIQAZ,2017-12-15 09:47:30.000,5001B000013ntt8QAA,6,,,0011300001uiOW4AAM
a0k1B00000Gs5ZDQAZ,2017-12-15 09:45:25.000,5001B000013lvbnQAA,6,,,0013000000dqQJeAAM
a0k1B00000Gs5Z8QAJ,2017-12-15 09:01:07.000,5001B000013m867QAA,2,,,0013000000dqMV1AAM
a0k1B00000Gs5YyQAJ,2017-12-15 06:07:38.000,5001B000013mDQCQA2,1,"I have to admit AppSense is a good product but as for product support and problem solving issues, it ranks at the bottom compared to other 3rd party application I have to deal with.

The support I receive has already made an impact for me to search for any competing or comparable product, even if it less than what we have.",,0011300001l4RNLAA2
a0k1B00000Gs5YtQAJ,2017-12-15 05:18:36.000,5001B000013nj1sQAA,6,,,0011300001uiGEgAAM
a0k1B00000Gs5YoQAJ,2017-12-14 23:26:13.000,5001B000013ntfVQAQ,6,,,0011300001uiEpOAAU
a0k1B00000Gs5YjQAJ,2017-12-14 23:13:30.000,5001B000013nimYQAQ,5,,,0011300001l48Y4AAI
a0k1B00000Gs5YeQAJ,2017-12-14 22:39:17.000,5001B000013nrfJQAQ,5,,,0011300001uiOX1AAM
a0k1B00000Gs5YZQAZ,2017-12-14 21:42:01.000,5001B000013nszAQAQ,4,,,0011300001uiHsQAAU
a0k1B00000Gs5YUQAZ,2017-12-14 20:27:22.000,5001B000013nixCQAQ,6,,,0013000000krunhAAA
a0k1B00000Gs5YPQAZ,2017-12-14 20:19:23.000,5001B000013nr6OQAQ,6,The support was awesome...can't say the same about the lanrev webapi though...that's...less than awesome.,,0011300001uiQECAA2
a0k1B00000Gs5YKQAZ,2017-12-14 19:51:11.000,5001B000013npapQAA,6,Great customer support!,,0011300001uiHEFAA2
a0k1B00000Gs5YFQAZ,2017-12-14 19:16:15.000,5001B000013noelQAA,5,,,0011B00001z8k5XQAQ
a0k1B00000Gs5YAQAZ,2017-12-14 19:03:28.000,5001B000013nt2EQAQ,1,the software is awful.  the support was not much better.,,0011300001uiHqvAAE
